strategy,market,trades,total_return_pct,cagr_pct,max_drawdown_pct,win_rate_pct,sharpe
bb_reversion_20_2,KRW-ADA,49,-13.229793503286569,-33.887760822600576,-23.05800384676222,39.653179190751445,-0.9635219093156132
breakout_k05_trend,KRW-ADA,410,-56.89510441176442,-91.40514251914735,-58.876875527188986,32.94314381270903,-7.146336784278426
sma_cross_20_80,KRW-VIRTUAL,22,-11.891173311232405,-30.869376620488943,-31.86797101061536,46.85466377440347,-0.18597872431327245
rsi_mean_reversion,KRW-VIRTUAL,57,-23.701640561205405,-54.56388583499285,-37.37509285420324,45.37264537264537,-1.0786384173557324
bb_reversion_20_2,KRW-VIRTUAL,51,-8.880509243136213,-23.753135938606462,-26.397192630320987,44.576877234803334,-0.29406826300083133
breakout_k05_trend,KRW-VIRTUAL,391,-40.514007352492854,-78.01289393405337,-47.81788117559165,42.394822006472495,-2.3891805013819014
sma_cross_20_80,KRW-KITE,22,41.95279911377811,177.85393296112915,-39.9911781816668,42.99116997792494,1.447648833020094
rsi_mean_reversion,KRW-KITE,47,62.04632495067559,308.8225930988571,-41.29305774393972,42.0125786163522,2.121602457173434
bb_reversion_20_2,KRW-KITE,36,17.08286796953238,58.41663614059558,-31.78615548637469,38.63636363636363,1.0261804860385775
breakout_k05_trend,KRW-KITE,494,-61.29784497843565,-93.72824270826226,-62.989281423036424,42.19178082191781,-2.9322908928096134
sma_cross_20_80,KRW-CHZ,21,6.3642891125851975,19.705379737456163,-35.599523477020156,46.04966139954853,0.6003432048476384
rsi_mean_reversion,KRW-CHZ,44,-35.296561259771764,-71.89222162167893,-40.1563319794985,43.764434180138565,-2.609363665135643
bb_reversion_20_2,KRW-CHZ,49,-14.181680011530883,-35.97105728433452,-25.97980011652391,45.82309582309582,-0.7939658678345805
breakout_k05_trend,KRW-CHZ,411,-39.96624156062567,-77.4060773233449,-48.821140514954465,42.53731343283582,-2.919832399423503
sma_cross_20_80,KRW-BIO,21,31.27831917939432,120.90507855467298,-48.72963087904198,42.655601659751035,1.2423592030433026
rsi_mean_reversion,KRW-BIO,53,-47.06497034604974,-84.31532846896224,-51.44779345007545,42.833333333333336,-1.9920890524375683
bb_reversion_20_2,KRW-BIO,46,-53.14945511414546,-89.00882853476351,-56.78640094527335,41.43019296254257,-3.055219821236178
breakout_k05_trend,KRW-BIO,350,-24.772749353991497,-56.35086725088559,-48.89109140753507,38.297872340425535,-0.43039313273063995
sma_cross_20_80,KRW-CVC,27,-29.330286033463405,-63.56529371909212,-30.576177456178677,40.0665004156276,-1.5951066195132584
rsi_mean_reversion,KRW-CVC,51,11.537992556671517,37.379823431688955,-16.862745098039223,43.67436743674367,0.9986198906518771
bb_reversion_20_2,KRW-CVC,59,2.0007283109739538,5.930609357358829,-16.61266004840085,45.20725388601036,0.3408608512104141
breakout_k05_trend,KRW-CVC,387,-59.64474822426637,-92.85811377974514,-59.64474822426637,35.587188612099645,-5.54876232002645
sma_cross_20_80,KRW-IP,18,-48.04414684146201,-85.19248431210917,-57.5568751211093,41.06951871657754,-2.8633464773061323
rsi_mean_reversion,KRW-IP,58,-42.4846876440388,-80.08095553755263,-53.078551727618176,43.56435643564357,-1.7000955207247976
bb_reversion_20_2,KRW-IP,52,-30.09565580071516,-64.81109455142185,-37.64933623021034,43.859649122807014,-1.229276729630802
breakout_k05_trend,KRW-IP,314,-38.185519806224896,-75.41937880374361,-58.498865320446434,40.57971014492754,-2.2725819033352117
