strategy,market,trades,total_return_pct,cagr_pct,max_drawdown_pct,win_rate_pct,sharpe
bb_reversion_20_2,KRW-ELF,57,69.85152809142694,348.5530976253336,-8.353823219373313,31.317829457364343,4.321078837975627
breakout_k05_trend,KRW-ELF,376,-85.0953058180862,-99.54508847789506,-85.0953058180862,17.922606924643585,-11.15905046083777
sma_cross_20_80,KRW-ZBT,24,5.25170961887822,16.085929932080177,-57.681659550210085,35.394126738794434,0.7893083054443955
rsi_mean_reversion,KRW-ZBT,50,26.01845335796269,96.19247195492603,-28.786843487202763,35.123042505592835,1.3137953394698396
bb_reversion_20_2,KRW-ZBT,43,11.741047767548253,38.19750372216581,-19.823838431054774,34.20621931260229,0.8825420935680409
breakout_k05_trend,KRW-ZBT,404,-69.4458710915264,-96.84204951210836,-69.4458710915264,36.16298811544992,-2.5436313356924236
sma_cross_20_80,KRW-KITE,23,41.61230234257187,175.91422920455133,-39.991178181666974,43.086283185840706,1.4417886527541333
rsi_mean_reversion,KRW-KITE,47,62.04632495067559,308.8225930988571,-41.29305774393972,42.0125786163522,2.121602457173434
bb_reversion_20_2,KRW-KITE,36,17.08286796953238,58.41663614059558,-31.78615548637469,38.63636363636363,1.0261804860385775
breakout_k05_trend,KRW-KITE,495,-60.558933546246394,-93.37251570125763,-62.93682981760816,42.54445964432285,-2.862246438133666
sma_cross_20_80,KRW-FF,32,-63.095397328011394,-94.47182997696807,-67.42029908229026,29.01185770750988,-3.978480991867926
rsi_mean_reversion,KRW-FF,45,16.559550170152605,56.05902350001435,-19.35566480437314,31.968295904887718,1.167960840528847
bb_reversion_20_2,KRW-FF,58,35.977760374766746,144.15111259434488,-17.373750737447246,34.18290854572714,2.314950736020066
breakout_k05_trend,KRW-FF,387,-47.55597217787248,-84.65896914854278,-61.768078116930006,25.500910746812387,-0.6220789465522123
sma_cross_20_80,KRW-CHZ,21,14.12620689946702,46.98956625125867,-35.59952347702019,46.576373212942066,0.9238390496325228
rsi_mean_reversion,KRW-CHZ,43,-35.86519706686973,-72.60627819766296,-40.156331979498404,43.66197183098591,-2.684599632623218
bb_reversion_20_2,KRW-CHZ,49,-14.181680011530883,-35.97105728433452,-25.97980011652391,45.82309582309582,-0.7939658678345805
breakout_k05_trend,KRW-CHZ,407,-35.532394160314475,-72.18983089155738,-48.82114051495429,43.28358208955223,-2.479943481742169
sma_cross_20_80,KRW-DRIFT,26,-53.419362847844056,-89.21619845151902,-61.723041555776746,33.911368015414254,-1.610147763287288
